iter	RMSE
596	1296.443119
597	1292.297773
598	1288.771013
599	1284.715399
600	1282.19243
601	1278.22313
602	1272.747261
603	1270.281274
604	1266.047947
605	1260.676339
606	1255.388498
607	1252.964233
608	1249.170493
609	1243.981681
610	1239.525504
611	1237.145203
612	1232.053151
613	1228.397039
614	1225.834667
615	1220.856577
616	1218.533416
617	1214.642554
618	1212.245917
619	1208.416868
620	1204.180253
621	1201.907354
622	1198.390687
623	1193.584472
624	1191.259962
625	1187.571096
626	1185.302208
627	1181.216724
628	1176.531473
629	1174.328196
630	1170.341142
631	1166.801806
632	1164.633508
633	1161.285354
634	1157.81273
635	1155.628875
636	1151.799199
637	1149.686018
638	1146.293431
639	1142.921985
640	1140.801713
641	1137.095266
642	1135.028596
643	1131.736857
644	1129.678022
645	1126.390841
646	1124.379286
647	1120.723389
648	1118.757538
649	1115.188035
650	1110.817883
651	1108.893891
652	1105.814987
653	1103.930578
654	1100.78322
655	1098.942118
656	1095.934432
657	1094.130621
658	1092.310883
659	1089.22234
660	1086.111005
661	1084.376044
662	1082.38666
663	1080.7098
664	1079.007975
665	1075.987249
666	1074.377916
667	1070.95482
668	1069.378899
669	1066.009791
670	1064.466297
671	1062.848617
672	1059.636995
673	1057.841814
674	1056.365306
675	1054.812129
676	1051.678361
677	1050.250034
678	1048.749007
679	1045.658435
680	1043.8836
681	1042.191635
682	1040.737489
683	1039.374624
684	1037.617291
685	1036.207419
686	1032.995609
687	1031.676402
688	1030.08422
689	1028.715775
690	1027.46284
691	1024.398065
692	1022.657706
693	1021.329489
694	1019.811166
695	1018.523229
696	1016.800027
697	1015.601084
698	1014.155405
699	1010.677958
700	1009.255886
701	1006.134915
702	1004.988032
703	1002.049958
704	1000.87186
705	999.7976251
706	998.4097883
707	995.3924786
708	992.3489573
709	991.2669901
710	988.2721317
711	985.4593078
712	984.4293929
713	983.1066011
714	980.1795217
715	977.4256899
716	974.3613289
717	973.3983995
718	970.5506821
719	969.5052571
720	966.7073839
721	964.0346922
722	963.0905009
723	960.0735297
724	956.7336382
725	953.6139812
726	952.5936717
727	949.9961228
728	949.2184825
729	946.6748928
730	945.9071932
731	943.0251752
732	940.50851
733	939.5495178
734	936.8989016
735	933.7305036
736	931.147107
737	928.728734
738	927.9698828
739	925.4580268
740	924.7082561
741	922.3459188
742	921.4078707
743	919.3492981
744	918.616723
745	916.1956448
746	913.9068334
747	910.9018738
748	908.6446337
749	906.4343339
750	905.7025305
751	903.4877702
752	902.5686419
753	900.5890064
754	899.3482451
755	898.1344835
756	896.1860887
757	894.9959481
758	893.0808511
759	890.6308345
760	889.4572191
761	886.5740392
762	885.6982294
763	884.8761715
764	883.7483094
765	881.8760955
766	880.7698976
767	878.3595864
768	875.5411405
769	874.7025677
770	873.9190995
771	873.1480022
772	871.3191268
773	870.2571792
774	869.5085617
775	867.7086961
776	866.675025
777	864.3126492
778	861.5608411
779	858.8749173
780	858.0508424
781	857.3265248
782	856.6135068
783	854.5300346
784	853.5340663
785	850.9099064
786	848.8643712
787	848.2768802
788	846.5319926
789	845.8371323
790	844.873055
791	843.1560686
792	842.2104341
793	840.5226531
794	837.9734165
795	835.6918055
796	833.9294465
797	833.260325
798	832.3352776
799	830.3600966
800	828.667243
801	826.7391702
802	824.8507942
803	824.19968
804	822.3481869
805	821.4345385
806	819.8208957
807	818.0097477
808	816.3688476
809	814.6106616
810	813.974769
811	812.3145702
812	811.4188972
813	809.7856813
814	809.1678304
815	807.7839583
816	806.911515
817	805.5485523
818	804.949967
819	802.8328207
820	801.1656215
821	799.5883056
822	798.7369838
823	797.4177466
824	795.836539
825	794.3021607
826	792.264602
827	791.4260056
828	789.4363298
829	787.0594607
830	785.5428559
831	784.7186367
832	784.1497283
833	782.6364066
834	781.3648061
835	779.8819603
836	777.942596
837	777.1364933
838	776.0151832
839	774.1173954
840	772.1265551
841	770.6817132
842	769.8974231
843	768.6680833
844	767.1968908
845	765.758598
846	763.9133939
847	763.1419074
848	762.6116239
849	761.2094979
850	760.0151076
851	758.8391141
852	757.0431001
853	756.2891769
854	754.371238
855	752.5817066
856	751.1995988
857	749.8493349
858	748.4682194
859	746.7338413
860	745.9354532
861	744.2404048
862	742.9013793
863	741.6053392
864	739.8844115
865	738.2463546
866	736.9550677
867	735.7076951
868	734.5771685
869	732.913467
870	731.6649243
871	730.0854741
872	728.8847976
873	727.5466631
874	726.011492
875	725.3526027
876	724.0735244
877	723.4319632
878	721.9338508
879	721.3068602
880	719.5015146
881	718.3665
882	717.0015086
883	715.5457487
884	714.7340371
885	714.1246199
886	712.3679765
887	711.0382353
888	710.4420597
889	709.2321077
890	708.1577444
891	707.3783177
892	706.7994608
893	705.3799602
894	703.6761359
895	702.5922816
896	701.3217309
897	700.0411881
898	699.2862003
899	698.7212936
900	697.3420786
901	696.6082747
902	696.2244364
903	695.6779936
904	693.608765
905	691.5879731
906	690.4015574
907	689.4833156
908	689.1059419
909	687.746127
910	686.5907126
911	686.0488789
912	684.8985562
913	683.6779697
914	682.9760711
915	681.8688295
916	680.2810503
917	679.1660449
918	678.165682
919	676.9723556
920	675.9105395
921	675.4319527
922	674.4541199
923	673.3826732
924	672.2105375
925	671.0632383
926	670.04544
927	669.0635779
928	667.7218923
929	667.0368966
930	666.4434968
931	665.9183829
932	664.8850536
933	663.5714814
934	662.6064436
935	660.5748826
936	659.8010627
937	658.7000092
938	658.1673493
939	657.2480565
940	655.2704577
941	654.0288559
942	653.5071439
943	652.9958369
944	651.083257
945	650.5778415
946	648.7110846
947	648.2115279
948	646.3894301
949	645.3345221
950	644.8423165
951	644.3598786
952	642.5788073
953	641.7274245
954	640.7036248
955	640.2359082
956	638.471879
957	638.0205564
958	636.2752272
959	635.828975
960	634.3304519
961	633.3370191
962	632.8979165
963	632.4673874
964	630.9990533
965	630.0294032
966	628.5696287
967	627.4171618
968	626.4725342
969	626.0547279
970	624.6155193
971	623.5215465
972	621.8564173
973	621.4472423
974	620.9758435
975	619.5778608
976	618.7261485
977	617.8871925
978	617.4920168
979	616.1255089
980	615.3006496
981	614.4881217
982	612.9016836
983	612.5204742
984	611.8886252
985	611.5177444
986	610.384145
987	609.7636421
988	609.1526638
989	608.044056
990	607.0257437
991	605.5273264
992	604.2103572
993	603.7844599
994	602.9236641
995	601.9345394
996	601.176709
997	599.7426238
998	598.7838313
999	598.4453466
