Fonte;OFFCod;OFFEscopo;SomaDeHorasApontadas;Andrea_DEPARTAMENTO.Descricao;QuantidadePedida;TipodeProduto;PRODUTOS.Codigo;Produto.Nome;ITENS.Codigo;ITENS.Descricao;Poder Linear;Poder Z;Capacidade(TSS/D);Cap Normal Linear;Cap Normal Z;Evaporacao(T/H);Evap Normal Linear;Evap Normal Z
PropostaAjustada;66;1 x WHB + SH + ECO;4030;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1123;;;;;;;;;
PropostaAjustada;66;1 x WHB + SH + ECO;66;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1124;;;;;;;;;
PropostaAjustada;66;1 x WHB + SH + ECO;2970;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1132;;;;;;;;;
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;27027;CONFORMACAO;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;;66;156;;;;250;1;2
PropostaAjustada;115;1 X CALDEIRA 180 T/H;48;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1124;;46;59;;;;180;0;1
PropostaAjustada;115;1 X CALDEIRA 180 T/H;1775;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1132;;46;59;;;;180;0;1
PropostaAjustada;117;UP-GRADE RB-2;14;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1121;;;;;;;;;
PropostaAjustada;117;UP-GRADE RB-2;41;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1122;;;;;;;;;
PropostaAjustada;117;UP-GRADE RB-2;128;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1124;;;;;;;;;
PropostaAjustada;117;UP-GRADE RB-2;17;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1131;;;;;;;;;
PropostaAjustada;117;UP-GRADE RB-2;371;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;;;;;;;;;
PropostaAjustada;117;UP-GRADE RB-2;33;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;;;;;;;;;
PropostaAjustada;132;UP GRADE CRU;82;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1121;;;;;;;;;
PropostaAjustada;132;UP GRADE CRU;96;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1122;;;;;;;;;
PropostaAjustada;132;UP GRADE CRU;689;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1124;;;;;;;;;
PropostaAjustada;132;UP GRADE CRU;16;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1131;;;;;;;;;
PropostaAjustada;132;UP GRADE CRU;418;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;;;;;;;;;
PropostaAjustada;132;UP GRADE CRU;52;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;;;;;;;;;
PropostaAjustada;133;1 X CALD. 200 T/H;2929;CONFORMACAO;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1123;;51;87;;;;200;1;1
PropostaAjustada;133;1 X CALD. 200 T/H;3970;CONFORMACAO;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;;51;87;;;;200;1;1
PropostaAjustada;134;PACKAGE 65 T/H;191;CONFORMACAO;1;Caldeira;12;CALDEIRA COMPACTA;1123;;12;-100;;;;65;0;-1
PropostaAjustada;135;1 X WHB 139 T/H;4030;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1123;;34;2;;;;139;0;0
PropostaAjustada;135;1 X WHB 139 T/H;66;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1124;;34;2;;;;139;0;0
PropostaAjustada;135;1 X WHB 139 T/H;2970;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1132;;34;2;;;;139;0;0
PropostaAjustada;138;PACKAGE 90 T/H;328;CONFORMACAO;1;Caldeira;12;CALDEIRA COMPACTA;1123;;19;-65;;;;90;0;-1
PropostaAjustada;139;UP GRADE CRU;1055;CONFORMACAO;1;Caldeira;10;CALDEIRAS NAO DEFINIDAS;1124;;;;;;;;;
PropostaAjustada;139;UP GRADE CRU;1660;CONFORMACAO;1;Caldeira;10;CALDEIRAS NAO DEFINIDAS;1132;;;;;;;;;
PropostaAjustada;141;1 X CALD. 365 T/H;15920;CONFORMACAO;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;;100;314;;;;365;1;3
PropostaAjustada;146;1 X CRU 1200 TSS/D;7075;CONFORMACAO;1;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1132;;0;-208;1200;0;-2;;;
PropostaAjustada;149;1 X BFB 100 T/H;5942;CONFORMACAO;1;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1132;;22;-51;;;;100;0;-1
PropostaAjustada;151;1 X CALD. 68 T/H;1009;CONFORMACAO;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1123;;13;-96;;;;68;0;-1
PropostaAjustada;151;1 X CALD. 68 T/H;1904;CONFORMACAO;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;;13;-96;;;;68;0;-1
PropostaAjustada;152;2 X CALD. 250 T/H;13513;CONFORMACAO;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;;66;156;;;;250;1;2
PropostaAjustada;176;1 X BIOMASSA;2099;CONFORMACAO;1;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1132;;;;;;;;;
PropostaAjustada;176;1 X BIOMASSA;557;CONFORMACAO;1;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1181;;;;;;;;;
PropostaAjustada;177;1 X CRU 6800 TSS/D;259;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1111;;100;568;6800;1;6;;;
PropostaAjustada;177;1 X CRU 6800 TSS/D;1093;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1121;;100;568;6800;1;6;;;
PropostaAjustada;177;1 X CRU 6800 TSS/D;985;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1122;;100;568;6800;1;6;;;
PropostaAjustada;177;1 X CRU 6800 TSS/D;5035;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1124;;100;568;6800;1;6;;;
PropostaAjustada;177;1 X CRU 6800 TSS/D;19;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1128;;100;568;6800;1;6;;;
PropostaAjustada;177;1 X CRU 6800 TSS/D;9355;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;;100;568;6800;1;6;;;
PropostaAjustada;177;1 X CRU 6800 TSS/D;15;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1152;;100;568;6800;1;6;;;
OffAnalise;100643;TUBULÌÄO/SUPERAQUECEDOR/FORNALHA;15080;CONFORMACAO;1;Caldeira;10;CALDEIRAS NAO DEFINIDAS;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;100645;PARTE DE PERESSÌÄO DE CALDEIRA DE BIOMASSA;1765;CONFORMACAO;1;Caldeira;10;CALDEIRAS NAO DEFINIDAS;1124;LINK PIPE DA FORNALHA;;;;;;;;
OffAnalise;100645;PARTE DE PERESSÌÄO DE CALDEIRA DE BIOMASSA;2494;CONFORMACAO;1;Caldeira;10;CALDEIRAS NAO DEFINIDAS;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;100648;CURVAS PARA SUPERAQUECEDOR;501;CONFORMACAO;1;Caldeira;10;CALDEIRAS NAO DEFINIDAS;1123;TUBOS DO BANK;;;;;;;;
OffAnalise;100649;TUBOS DE ALIMENTAÌàÌÄO / ALÌàA TUBULÌÄO;2801;CONFORMACAO;1;Caldeira;10;CALDEIRAS NAO DEFINIDAS;1124;LINK PIPE DA FORNALHA;;;;;;;;
OffAnalise;100650;REFORMA DA CALD. Nå¼3 DE 77 T/H;2509;CONFORMACAO;1;Caldeira;10;CALDEIRAS NAO DEFINIDAS;1132;TUBOS DO SUPERAQ.;15,29411765;-96,87545302;;;;77;0,152941176;-0,96875453
OffAnalise;100650;REFORMA DA CALD. Nå¼3 DE 77 T/H;1030;CONFORMACAO;1;Caldeira;10;CALDEIRAS NAO DEFINIDAS;1123;TUBOS DO BANK;15,29411765;-96,87545302;;;;77;0,152941176;-0,96875453
OffAnalise;100651;SUPERAQUECEDOR E COLETORES;1440;CONFORMACAO;1;Caldeira;10;CALDEIRAS NAO DEFINIDAS;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;121278;CALDEIRA COMPACTA 50 T/H;203;CONFORMACAO;1;Caldeira;12;CALDEIRA COMPACTA;1114;INTERNOS DO TUBULAO DE AGUA;7,352941176;-130,1888354;;;;50;0,073529412;-1,301888354
OffAnalise;121278;CALDEIRA COMPACTA 50 T/H;1092;CONFORMACAO;1;Caldeira;12;CALDEIRA COMPACTA;1123;TUBOS DO BANK;7,352941176;-130,1888354;;;;50;0,073529412;-1,301888354
OffAnalise;121317;TUBOS DO PRÌä-AQ./SERPENTINA DO SUPERAQ.;263;CONFORMACAO;1;Caldeira;12;CALDEIRA COMPACTA;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;121336;PACKAGE 45 t/h;520;CONFORMACAO;1;Caldeira;12;CALDEIRA COMPACTA;1123;TUBOS DO BANK;5,882352941;-136,3579803;;;;45;0,058823529;-1,363579803
OffAnalise;121336;PACKAGE 45 t/h;520;CONFORMACAO;1;Caldeira;12;CALDEIRA COMPACTA;1132;TUBOS DO SUPERAQ.;5,882352941;-136,3579803;;;;45;0,058823529;-1,363579803
OffAnalise;131251;1 X CALDEIRA BFB 75 T/H;9408;CONFORMACAO;1;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1132;TUBOS DO SUPERAQ.;14,70588235;-99,34311098;;;;75;0,147058824;-0,99343111
OffAnalise;131251;1 X CALDEIRA BFB 75 T/H;2645;CONFORMACAO;1;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1181;PRE-AQ. DE AR . TIPO TUB.;14,70588235;-99,34311098;;;;75;0,147058824;-0,99343111
OffAnalise;131257;02 X CALDEIRA 200 T/H;29101;CONFORMACAO;2;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1132;TUBOS DO SUPERAQ.;51,47058824;54,88551111;;;;200;0,514705882;0,548855111
OffAnalise;131257;02 X CALDEIRA 200 T/H;4339;CONFORMACAO;2;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1181;PRE-AQ. DE AR . TIPO TUB.;51,47058824;54,88551111;;;;200;0,514705882;0,548855111
OffAnalise;131273;ESPAÌàADORES / CURVAS / SUPORTE / PAINEIS;37;CONFORMACAO;1;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;131273;ESPAÌàADORES / CURVAS / SUPORTE / PAINEIS;4;CONFORMACAO;1;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1135;ESPAÌàADORES SUP.;;;;;;;;
OffAnalise;131279;TRECHO DE SERPENTINA DO SH ( 28 TRECHOS );842;CONFORMACAO;1;Caldeira;13;CALDEIRA P/ QUEIMA DE COMBUSTIVEL SOLIDO;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;141570;TRECHOS DO SUPERAQUECEDOR;1599;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;141576;TUBOS/ ESPAÌàADOR/ CURVAS/ CAIXA DE VEDAÌàÌÄO;50;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;141578;CURVAS SUPERAQUECEDOR P/ CALD. CDR-2;416;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;141582;REFORMA CALDEIRA DO CDQ;1200;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;141582;REFORMA CALDEIRA DO CDQ;868;CONFORMACAO;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1124;LINK PIPE DA FORNALHA;;;;;;;;
OffAnalise;150045;2 CALD. MB-EB;10060;CONFORMACAO;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;150045;2 CALD. MB-EB;5643;CONFORMACAO;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1123;TUBOS DO BANK;;;;;;;;
OffAnalise;150079;REFORMA DE CALDEIRA;14676;CONFORMACAO;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;150084;01 X CALD. AQUATUBULAR CONVENCIONAL;6007;CONFORMACAO;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;150084;01 X CALD. AQUATUBULAR CONVENCIONAL;1233;CONFORMACAO;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1434;AQUECEDOR PRIMARIO DE ALTA PRESSAO;;;;;;;;
OffAnalise;150084;01 X CALD. AQUATUBULAR CONVENCIONAL;2995;CONFORMACAO;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1123;TUBOS DO BANK;;;;;;;;
OffAnalise;150097;02 X CALD. MB-EB 300T T/H;22068;CONFORMACAO;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;TUBOS DO SUPERAQ.;80,88235294;178,2684088;;;;300;0,808823529;1,782684088
OffAnalise;150097;02 X CALD. MB-EB 300T T/H;8258;CONFORMACAO;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1123;TUBOS DO BANK;80,88235294;178,2684088;;;;300;0,808823529;1,782684088
OffAnalise;160035;1 X CALDEIRA DE RECUP. CALOR 52T/H;1739;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1132;TUBOS DO SUPERAQ.;7,941176471;-127,7211774;;;;52;0,079411765;-1,277211774
OffAnalise;160035;1 X CALDEIRA DE RECUP. CALOR 52T/H;4038;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1123;TUBOS DO BANK;7,941176471;-127,7211774;;;;52;0,079411765;-1,277211774
OffAnalise;160036;1 X CALDEIRA HRSG 140 T/H;1596;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1132;TUBOS DO SUPERAQ.;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffAnalise;160037;04 X HRSG;8232;CONFORMACAO;4;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;160037;04 X HRSG;3197;CONFORMACAO;4;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1182;PRE-AQ. DE AR TIPO REGENERATIVO;;;;;;;;
OffAnalise;160039;01 X  HRSG 120 T/H;2866;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1132;TUBOS DO SUPERAQ.;27,94117647;-43,82080703;;;;120;0,279411765;-0,43820807
OffAnalise;160042;CALDEIRA RECUPERADORA DE CALOR L-5132001;3307;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1132;TUBOS DO SUPERAQ.;;;;;;;;
OffAnalise;160042;CALDEIRA RECUPERADORA DE CALOR L-5132001;1198;CONFORMACAO;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1124;LINK PIPE DA FORNALHA;;;;;;;;
LWarcel;LWarcel;CRQ;30;Conformacao;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1152;Bloco (Tubos) do Economizador;;;;;;;;
LWarcel;LWarcel;CRQ;30;Montagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;Link pipe super aquecedor;;;;;;;;
LWarcel;LWarcel;CRQ;40;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1152;Bloco (Tubos) do Economizador;;;;;;;;
LWarcel;LWarcel;CRQ;51;Conformacao;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1128;Paines de evaporador;;;;;;;;
LWarcel;LWarcel;CRQ;70;Usinagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;Link pipe super aquecedor;;;;;;;;
LWarcel;LWarcel;CRQ;74;Montagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1154;Link pipe do economizador;;;;;;;;
LWarcel;LWarcel;CRQ;124;Solda;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1154;Link pipe do economizador;;;;;;;;
LWarcel;LWarcel;CRQ;124;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1128;Paines de evaporador;;;;;;;;
LWarcel;LWarcel;CRQ;145;Montagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1124;Link pipe da fornalha;;;;;;;;
LWarcel;LWarcel;CRQ;145;Usinagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1154;Link pipe do economizador;;;;;;;;
LWarcel;LWarcel;CRQ;170;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;Link pipe super aquecedor;;;;;;;;
LWarcel;LWarcel;CRQ;258;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;Super aquecedor interno#;;;;;;;;
LWarcel;LWarcel;CRQ;321;Usinagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1124;Link pipe da fornalha;;;;;;;;
Iguacu;Iguacu;CRQ;2;Montagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;Link pipe super aquecedor;;;;;;;;
Iguacu;Iguacu;CRQ;4;Usinagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;Link pipe super aquecedor;;;;;;;;
Iguacu;Iguacu;CRQ;10;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;Link pipe super aquecedor;;;;;;;;
Iguacu;Iguacu;CRQ;15;Montagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1154;Link pipe do economizador;;;;;;;;
Iguacu;Iguacu;CRQ;17;Solda;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;Link pipe super aquecedor;;;;;;;;
Iguacu;Iguacu;CRQ;30;Conformacao;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1128;Paines de evaporador;;;;;;;;
Iguacu;Iguacu;CRQ;30;Usinagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1154;Link pipe do economizador;;;;;;;;
Iguacu;Iguacu;CRQ;37;Conformacao;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;Link pipe super aquecedor;;;;;;;;
Iguacu;Iguacu;CRQ;49;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;Super aquecedor interno#;;;;;;;;
Iguacu;Iguacu;CRQ;50;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1128;Paines de evaporador;;;;;;;;
Iguacu;Iguacu;CRQ;65;Montagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1124;Link pipe da fornalha;;;;;;;;
Iguacu;Iguacu;CRQ;75;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1154;Link pipe do economizador;;;;;;;;
Iguacu;Iguacu;CRQ;88;Conformacao;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1129;Coletor evaporador;;;;;;;;
Fibria;Fibria;CRQ;50;Conformacao;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1152;Bloco (Tubos) do Economizador;;;;;;;;
Fibria;Fibria;CRQ;60;Conformacao;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1626;TubulÌ£o gas combustivel;;;;;;;;
Fibria;Fibria;CRQ;63;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1152;Bloco (Tubos) do Economizador;;;;;;;;
Fibria;Fibria;CRQ;70;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1626;TubulÌ£o gas combustivel;;;;;;;;
Fibria;Fibria;CRQ;75;Montagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;Link pipe super aquecedor;;;;;;;;
Fibria;Fibria;CRQ;75;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1191;Coletor flue gas #;;;;;;;;
Fibria;Fibria;CRQ;80;Conformacao;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1128;Paines de evaporador;;;;;;;;
Fibria;Fibria;CRQ;110;Montagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1154;Link pipe do economizador;;;;;;;;
Fibria;Fibria;CRQ;150;Conformacao;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1191;Coletor flue gas #;;;;;;;;
Fibria;Fibria;CRQ;185;Usinagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;Link pipe super aquecedor;;;;;;;;
Fibria;Fibria;CRQ;200;TRACAGEM;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1128;Paines de evaporador;;;;;;;;
Fibria;Fibria;CRQ;210;Usinagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1191;Coletor flue gas #;;;;;;;;
Fibria;Fibria;CRQ;265;Usinagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1154;Link pipe do economizador;;;;;;;;
Fibria;Fibria;CRQ;270;Solda;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1131;Coletor do super aquecedor;;;;;;;;
Fibria;Fibria;CRQ;315;Montagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1191;Coletor flue gas #;;;;;;;;
Fibria;Fibria;CRQ;424;Montagem;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1124;Link pipe da fornalha;;;;;;;;
PropostaAjustada;66;1 x WHB + SH + ECO;4320;MONTAGEM;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1111;;;;;;;;;
PropostaAjustada;66;1 x WHB + SH + ECO;2210;MONTAGEM;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1113;;;;;;;;;
PropostaAjustada;66;1 x WHB + SH + ECO;109;MONTAGEM;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1124;;;;;;;;;
PropostaAjustada;66;1 x WHB + SH + ECO;121;MONTAGEM;1;Caldeira;16;CALDEIRA DE RECUPERACAO DE CALOR, HRSG;1133;;;;;;;;;
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;17307;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1111;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;142;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1121;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;907;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1122;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;178;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1124;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;160;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1131;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;496;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;1095;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1133;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;157;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1134;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;120;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1152;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;35;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1154;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;101;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1163;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;180;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1211;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;1479;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1212;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;75;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1214;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;560;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1463;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;690;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1474;;66;156;;;;250;1;2
PropostaAjustada;71;2 x CALDEIRAS 250 T/H;590;MONTAGEM;2;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1475;;66;156;;;;250;1;2
PropostaAjustada;99;47 x T/C;76495;MONTAGEM;47;Trocador de Calor;21;TROCADOR DE CALOR;2101;;;;;;;;;
