Fonte;OFFCod;OFFEscopo;SomaDeHorasApontadas;Andrea_DEPARTAMENTO.Descricao;QuantidadePedida;TipodeProduto;PRODUTOS.Codigo;Produto.Nome;ITENS.Codigo;ITENS.Descricao;Poder Linear;Poder Z;Capacidade(TSS/D);Cap Normal Linear;Cap Normal Z;Evaporacao(T/H);Evap Normal Linear;Evap Normal Z
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;332,62;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;LINK PIPE DO SUPERAQ.;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;335,23;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1693;TUBULAÌàÌÄO DE EXAUSTÌÄO;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;636,48;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1441;TORRE DE DESAERACAO;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;752,72;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1417;DSH CONDENSER;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;774,94;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1921;FERRAMENTAS;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;1024,64;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1154;LINK PIPE DO ECO;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;1047,14;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1131;COLETOR DO SUPERAQ.;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;1065,26;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1151;COLETORES DO ECO;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;1981,8;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1442;TANQUE DE ARMAZENAMENTO;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;2284,01;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1124;LINK PIPE DA FORNALHA;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;3149,36;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1111;TUBULAO DE VAPOR;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;3387,21;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1129;COLETOR DO EVAPORADOR;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;14226,45;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1128;PAINEIS DO EVAPORADOR;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;14602,14;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;TUBOS DO SUPERAQ.;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;17760,17;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1152;TUBOS DO ECO;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141120;CALDEIRA DE RECUPERAÌÄ+O QU-MICA 3,000 TSS/D x 85 BAR x 490 å_C;35829,95;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1122;TUBOS DA FORNALHA;32,14285714;6,594740872;3000;0,321428571;0,065947409;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;969,72;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1121;COLETOR DA FORNALHA;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;7;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1681;TUBULAÌàÌÄO DE AR DE SELAGEM;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;7;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1663;TUBULAÌàÌÄO DE VAPOR DE BAIXA PRESSÌÄO;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;8,1;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1124;LINK PIPE DA FORNALHA;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;8,1;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1479;;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;9,1;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1154;LINK PIPE DO ECO;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;16;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1175;CAIXA DE VEDAÌàÌÄO;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;22,2;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1673;TUBULAÌàÌÄO DE ÌGUA DE RESFRIAMENTO;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;29,3;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1133;DESSUPERAQUECEDOR;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;30,8;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1693;TUBULAÌàÌÄO DE EXAUSTÌÄO;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;37,96;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1134;LINK PIPE DO SUPERAQ.;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;132,4;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1161;SUPORTES DO TUB.;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;174,4;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1921;FERRAMENTAS;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;468,38;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1417;DSH CONDENSER;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;537,5;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1132;TUBOS DO SUPERAQ.;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;647,9;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1131;COLETOR DO SUPERAQ.;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;1221,15;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1129;COLETOR DO EVAPORADOR;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;2521,01;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1111;TUBULAO DE VAPOR;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;2533,71;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1151;COLETORES DO ECO;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;3540,05;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1128;PAINEIS DO EVAPORADOR;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;11969,12;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1152;TUBOS DO ECO;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;141154;01 x CALDEIRA DE RECUPERAÌÄ+O QU-MICA - 1700 TSS/D;25089,34;SOLDA;1;Caldeira;14;CALDEIRA DE RECUPERACAO QUIMICA;1122;TUBOS DA FORNALHA;8,928571429;-115,0454272;1700;0,089285714;-1,150454272;;;
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;18,4;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1121;COLETOR DA FORNALHA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;4;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1133;DESSUPERAQUECEDOR;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;7;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1115;PLACA DE IDENTIFICACAO DA CALDEIRA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;9,2;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1921;FERRAMENTAS;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;9,2;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1281;DUTO DE AR (INCLUI JUNTA EXPANSAO, DAMPE;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;16,2;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1154;LINK PIPE DO ECO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;17,4;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1163;SUPORTES DA BASE;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;81,4;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1443;CONDENSADOR DO DESAERADOR;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;123,6;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1124;LINK PIPE DA FORNALHA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;139,62;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1134;LINK PIPE DO SUPERAQ.;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;286,56;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1111;TUBULAO DE VAPOR;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;310,86;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1431;AQUECEDOR PRIMARIO DE BAIXA PRESSAO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;334,06;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1123;TUBOS DO BANK;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;379,6;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1131;COLETOR DO SUPERAQ.;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;415,43;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1113;TUBULAO DE AGUA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;567,49;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1441;TORRE DE DESAERACAO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;736,21;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1442;TANQUE DE ARMAZENAMENTO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;752,78;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1434;AQUECEDOR PRIMARIO DE ALTA PRESSAO;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;988,21;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1132;TUBOS DO SUPERAQ.;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;150010;CALDEIRA 140 t/h x 65 Kg/Cmå_g x 480 å_C x BFG, BOFG, COG, G-S NATURAL;1731,67;SOLDA;1;Caldeira;15;CALDEIRA PARA QUEIMA DE OLEO E GAS;1122;TUBOS DA FORNALHA;33,82352941;-19,14422749;;;;140;0,338235294;-0,191442275
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);9,1;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2100;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);15,1;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2110;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);24,23;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;1977;QUALIFICACAO DE PROCEDIMENTOS E SOLDADORES;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);25,1;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2102;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);34,9;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2112;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);148,93;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2107;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);189,15;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2111;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);236,45;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2105;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);422,56;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2104;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);492,71;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2108;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);1094,57;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2103;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);1720,5;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2109;T/C;;;;;;;;
OffHistorico;210531;TROCADORES DE CALOR - ( PROJETO - MODERNIZAÌÄ+O REVAP);2422,22;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2106;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;19,13;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2108;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;186,8;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2107;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;344,43;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2104;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;370,8;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2103;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;643;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2102;T/C;;;;;;;;
OffHistorico;210533;TROCADORES DE CALOR - PROJETO REPLAN/PROPENO;739,99;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2106;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);3;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;1921;FERRAMENTAS;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);6,1;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2133;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);7;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2123;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);8,13;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2148;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);8,13;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2126;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);8,13;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2128;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);8,25;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2124;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);9,13;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2145;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);9,13;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2147;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);10,13;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2136;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);12,13;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2146;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);13,1;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2110;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);14,2;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2134;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);15,6;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2138;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);17,26;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;1977;QUALIFICACAO DE PROCEDIMENTOS E SOLDADORES;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);17,29;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2122;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);18,1;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2119;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);19,2;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2135;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);22,2;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2143;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);23,23;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2127;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);25,33;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2142;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);27,26;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2140;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);28,23;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2150;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);29,29;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2108;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);30,29;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2118;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);31,2;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2144;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);31,33;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2132;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);33,51;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2100;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);38,62;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2116;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);51,55;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2106;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);58,25;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2107;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);63,73;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2117;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);84,18;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2113;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);337,72;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2104;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);399,42;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2130;T/C;;;;;;;;
OffHistorico;210539;TROCADORES DE CALOR (REVAP);411,24;SOLDA;1;Trocador de Calor;21;TROCADOR DE CALOR;2131;T/C;;;;;;;;
