iter	RMSE
236	35.52776692
237	35.36572477
238	35.2044217
239	35.04385433
240	34.88401931
241	34.7249133
242	34.56653297
243	34.38699727
244	34.23015817
245	34.07403442
246	33.91862274
247	33.76001208
248	33.60603266
249	33.45275555
250	33.30017753
251	33.14829542
252	32.99710604
253	32.84660624
254	32.69679286
255	32.54766279
256	32.3992129
257	32.25144009
258	32.10067491
259	31.95426373
260	31.78488653
261	31.63991566
262	31.49560601
263	31.34846628
264	31.20548592
265	31.0631577
266	30.92147864
267	30.78044577
268	30.64005616
269	30.50030686
270	30.35786379
271	30.21940157
272	30.08157088
273	29.94436884
274	29.80779257
275	29.66862953
276	29.53331091
277	29.39860948
278	29.26452242
279	29.13104693
280	28.99818022
281	28.86591952
282	28.73426206
283	28.60320509
284	28.47274587
285	28.34288168
286	28.21360979
287	28.08492752
288	27.95683216
289	27.82932105
290	27.70239152
291	27.57604091
292	27.45026658
293	27.32506592
294	27.20043629
295	27.0763751
296	26.95287975
297	26.82994767
298	26.70757627
299	26.58576302
300	26.46450535
301	26.34380074
302	26.22364666
303	26.10404061
304	25.98498008
305	25.86646259
306	25.74848565
307	25.6310468
308	25.5141436
309	25.39777359
310	25.28193434
311	25.16662344
312	25.05183847
313	24.93757703
314	24.82383674
315	24.71061522
316	24.59791011
317	24.48571904
318	24.37403967
319	24.26286968
320	24.15220673
321	24.04204851
322	23.93239273
323	23.82323708
324	23.7145793
325	23.6064171
326	23.49874823
327	23.39157044
328	23.28488149
329	23.17867914
330	23.07296118
331	22.96772541
332	22.86296961
333	22.7586916
334	22.65488921
335	22.55156026
336	22.44870259
337	22.34631406
338	22.24439252
339	22.14293585
340	22.04194191
341	21.94140862
342	21.84133385
343	21.74171553
344	21.64255156
345	21.54383988
346	21.44557843
347	21.34776514
348	21.25039799
349	21.15347492
350	21.05699392
351	20.96095297
352	20.86535006
353	20.7701832
354	20.67545039
355	20.58114966
356	20.48727904
357	20.39383656
358	20.30082027
359	20.20822823
360	20.1160585
361	20.02430916
362	19.93297828
363	19.84206397
364	19.75156431
365	19.66147743
366	19.57180143
367	19.48253444
368	19.3936746
369	19.30522005
370	19.21716894
371	19.12951943
372	19.04226969
373	18.9554179
374	18.86896224
375	18.7829009
376	18.69723209
377	18.61195401
378	18.52706489
379	18.44256295
380	18.35844642
381	18.27471354
382	18.19136257
383	18.10839177
384	18.02579939
385	17.94358372
386	17.86174303
387	17.78027562
388	17.69917978
389	17.61845382
390	17.53809606
391	17.4581048
392	17.37847838
393	17.29921514
394	17.22031342
395	17.14177157
396	17.06358795
397	16.98576092
398	16.90828887
399	16.83117016
400	16.75440319
401	16.67798636
402	16.60191806
403	16.52619672
404	16.45082073
405	16.37578854
406	16.30109857
407	16.22674925
408	16.15273905
409	16.07906641
410	16.00572978
411	15.93272765
412	15.86005848
413	15.78772075
414	15.71571296
415	15.64403359
416	15.57268115
417	15.50165415
418	15.43095111
419	15.36057054
420	15.29051098
421	15.22077095
422	15.15134902
423	15.08224371
424	15.0134536
425	14.94497724
426	14.8768132
427	14.80896005
428	14.74141638
429	14.67418078
430	14.60725184
431	14.54062817
432	14.47430836
433	14.40829104
434	14.34257482
435	14.27715834
436	14.21204022
437	14.1472191
438	14.08269364
439	14.01846247
440	13.95452426
441	13.89087768
442	13.82752138
443	13.76445406
444	13.70167438
445	13.63918105
446	13.57697274
447	13.51504817
448	13.45340603
449	13.39204505
450	13.33096393
451	13.2701614
452	13.20963619
453	13.14938704
454	13.08941269
455	13.02971188
456	12.97028336
457	12.9111259
458	12.85223825
459	12.79361919
460	12.7352675
461	12.67718194
462	12.61936131
463	12.56180441
464	12.50451001
465	12.44747694
466	12.390704
467	12.33419
468	12.27793376
469	12.2219341
470	12.16618986
471	12.11069987
472	12.05546297
473	12.000478
474	11.94574382
475	11.89125928
476	11.83702325
477	11.78303458
478	11.72929216
479	11.67579486
480	11.62254156
481	11.56953115
482	11.51676251
483	11.46423456
484	11.41194619
485	11.3598963
486	11.30808381
487	11.25650764
488	11.20516671
489	11.15405994
490	11.10318627
491	11.05254464
492	11.00213399
493	10.95195325
494	10.90200139
495	10.85227736
496	10.80278013
497	10.75350865
498	10.70446189
499	10.65563884
500	10.60703847
501	10.55865977
502	10.51050172
503	10.46256332
504	10.41484357
505	10.36734147
506	10.32005602
507	10.27298625
508	10.22613116
509	10.17948977
510	10.13306112
511	10.08684423
512	10.04083813
513	9.995041868
514	9.949454482
515	9.904075019
516	9.858902533
517	9.813936078
518	9.769174715
519	9.724617509
520	9.680263528
521	9.636111846
522	9.592161539
523	9.54841169
524	9.504861384
525	9.461509711
526	9.418355765
527	9.375398644
528	9.33263745
529	9.29007129
530	9.247699275
531	9.205520518
532	9.163534139
533	9.121739259
534	9.080135006
535	9.03872051
536	8.997494905
537	8.956457331
538	8.915606929
539	8.874942845
540	8.83446423
541	8.794170239
542	8.754060028
543	8.71413276
544	8.6743876
545	8.634823718
546	8.595440286
547	8.556236483
548	8.517211488
549	8.478364486
550	8.439694665
551	8.401201218
552	8.362883339
553	8.324740227
554	8.286771087
555	8.248975124
556	8.211351548
557	8.173899573
558	8.136618417
559	8.0995073
560	8.062565447
561	8.025792086
562	7.989186448
563	7.952747768
564	7.916475285
565	7.880368241
566	7.844425881
567	7.808647454
568	7.773032213
569	7.737579413
570	7.702288313
571	7.667158175
572	7.632188267
573	7.597377856
574	7.562726215
575	7.528232621
576	7.493896351
577	7.45971669
578	7.425692922
579	7.391824336
580	7.358110225
581	7.324549884
582	7.291142612
583	7.25788771
584	7.224784484
585	7.191832241
586	7.159030294
587	7.126377957
588	7.093874547
589	7.061519385
590	7.029311794
591	6.997251103
592	6.965336641
593	6.93356774
594	6.901943737
595	6.870463971
596	6.839127785
597	6.807934523
598	6.776883533
599	6.745974167
600	6.715205779
601	6.684577725
602	6.654089366
603	6.623740064
604	6.593529185
605	6.563456098
606	6.533520175
607	6.503720789
608	6.474057318
609	6.444529143
610	6.415135645
611	6.385876211
612	6.356750229
613	6.327757091
614	6.298896191
615	6.270166925
616	6.241568694
617	6.213100899
618	6.184762945
619	6.156554241
620	6.128474197
621	6.100522226
622	6.072697744
623	6.045000169
624	6.017428923
625	5.98998343
626	5.962663115
627	5.935467408
628	5.908395741
629	5.881447548
630	5.854622266
631	5.827919333
632	5.801338193
633	5.774878289
634	5.748539069
635	5.722319982
636	5.696220481
637	5.670240019
638	5.644378054
639	5.618634045
640	5.593007455
641	5.567497748
642	5.542104391
643	5.516826852
644	5.491664605
645	5.466617122
646	5.441683881
647	5.416864361
648	5.392158042
649	5.367564409
650	5.343082948
651	5.318713146
652	5.294454495
653	5.270306488
654	5.24626862
655	5.222340389
656	5.198521294
657	5.174810838
658	5.151208526
659	5.127713864
660	5.10432636
661	5.081045528
662	5.057870879
663	5.03480193
664	5.011838198
665	4.988979204
666	4.966224469
667	4.943573519
668	4.92102588
669	4.898581081
670	4.876238653
671	4.853998128
672	4.831859042
673	4.809820933
674	4.78788334
675	4.766045803
676	4.744307868
677	4.72266908
678	4.701128986
679	4.679687137
680	4.658343083
681	4.63709638
682	4.615946584
683	4.594893251
684	4.573935943
685	4.553074221
686	4.532307649
687	4.511635794
688	4.491058223
689	4.470574506
690	4.450184216
691	4.429886925
692	4.409682211
693	4.38956965
694	4.369548823
695	4.34961931
696	4.329780696
697	4.310032567
698	4.290374508
699	4.27080611
700	4.251326963
701	4.23193666
702	4.212634797
703	4.19342097
704	4.174294776
705	4.155255818
706	4.136303696
707	4.117438014
708	4.09865838
709	4.079964399
710	4.061355681
711	4.042831837
712	4.024392481
713	4.006037227
714	3.987765691
715	3.969577491
716	3.951472248
717	3.933449583
718	3.91550912
719	3.897650482
720	3.879873298
721	3.862177196
722	3.844561806
723	3.827026759
724	3.80957169
725	3.792196233
726	3.774900026
727	3.757682707
728	3.740543916
729	3.723483295
730	3.706500488
731	3.689595139
732	3.672766895
733	3.656015405
734	3.639340319
735	3.622741288
736	3.606217964
737	3.589770004
738	3.573397063
739	3.557098799
740	3.540874871
741	3.524724941
742	3.50864867
743	3.492645723
744	3.476715766
745	3.460858465
746	3.44507349
747	3.42936051
748	3.413719196
749	3.398149223
750	3.382650264
751	3.367221996
752	3.351864096
753	3.336576244
754	3.32135812
755	3.306209405
756	3.291129784
757	3.276118941
758	3.261176562
759	3.246302336
760	3.231495951
761	3.216757098
762	3.202085468
763	3.187480756
764	3.172942657
765	3.158470865
766	3.144065079
767	3.129724998
768	3.115450322
769	3.101240753
770	3.087095994
771	3.073015749
772	3.058999724
773	3.045047627
774	3.031159164
775	3.017334047
776	3.003571986
777	2.989872694
778	2.976235885
779	2.962661273
780	2.949148575
781	2.935697508
782	2.922307792
783	2.908979146
784	2.895711292
785	2.882503952
786	2.869356852
787	2.856269715
788	2.843242269
789	2.830274241
790	2.81736536
791	2.804515356
792	2.791723962
793	2.778990908
794	2.766315931
795	2.753698764
796	2.741139144
797	2.728636808
798	2.716191495
799	2.703802946
800	2.6914709
801	2.679195102
802	2.666975293
803	2.654811218
804	2.642702624
805	2.630649257
806	2.618650866
807	2.606707199
808	2.594818008
809	2.582983043
810	2.571202057
811	2.559474804
812	2.547801039
813	2.536180519
814	2.524612999
815	2.513098239
816	2.501635998
817	2.490226036
818	2.478868115
819	2.467561998
820	2.456307447
821	2.445104229
822	2.433952109
823	2.422850853
824	2.41180023
825	2.400800009
826	2.38984996
827	2.378949854
828	2.368099464
829	2.357298562
830	2.346546923
831	2.335844323
832	2.325190537
833	2.314585343
834	2.304028519
835	2.293519845
836	2.283059101
837	2.272646068
838	2.262280529
839	2.251962268
840	2.241691068
841	2.231466715
842	2.221288995
843	2.211157696
844	2.201072605
845	2.191033513
846	2.181040209
847	2.171092485
848	2.161190132
849	2.151332943
850	2.141520714
851	2.131753238
852	2.122030311
853	2.112351731
854	2.102717294
855	2.093126801
856	2.083580049
857	2.074076841
858	2.064616976
859	2.055200258
860	2.04582649
861	2.036495475
862	2.027207019
863	2.017960928
864	2.008757008
865	1.999595067
866	1.990474914
867	1.981396358
868	1.972359209
869	1.963363278
870	1.954408378
871	1.945494322
872	1.936620922
873	1.927787994
874	1.918995353
875	1.910242815
876	1.901530197
877	1.892857318
878	1.884223996
879	1.87563005
880	1.867075301
881	1.858559571
882	1.850082681
883	1.841644453
884	1.833244713
885	1.824883284
886	1.816559991
887	1.808274661
888	1.80002712
889	1.791817196
890	1.783644718
891	1.775509514
892	1.767411415
893	1.759350252
894	1.751325855
895	1.743338058
896	1.735386693
897	1.727471594
898	1.719592596
899	1.711749534
900	1.703942245
901	1.696170564
902	1.68843433
903	1.680733381
904	1.673067556
905	1.665436695
906	1.657840638
907	1.650279227
908	1.642752303
909	1.63525971
910	1.62780129
911	1.620376888
912	1.612986349
913	1.605629519
914	1.598306242
915	1.591016368
916	1.583759742
917	1.576536214
918	1.569345632
919	1.562187846
920	1.555062708
921	1.547970066
922	1.540909775
923	1.533881685
924	1.526885651
925	1.519921525
926	1.512989163
927	1.50608842
928	1.49921915
929	1.492381212
930	1.485574461
931	1.478798756
932	1.472053955
933	1.465339916
934	1.458656501
935	1.452003569
936	1.44538098
937	1.438788598
938	1.432226283
939	1.425693899
940	1.419191309
941	1.412718377
942	1.406274969
943	1.399860948
944	1.393476183
945	1.387120538
946	1.380793881
947	1.37449608
948	1.368227003
949	1.36198652
950	1.355774499
951	1.349590812
952	1.343435328
953	1.337307919
954	1.331208458
955	1.325136816
956	1.319092867
957	1.313076484
958	1.307087542
959	1.301125916
960	1.295191481
961	1.289284112
962	1.283403687
963	1.277550083
964	1.271723177
965	1.265922848
966	1.260148974
967	1.254401434
968	1.248680109
969	1.242984879
970	1.237315625
971	1.231672228
972	1.226054571
973	1.220462536
974	1.214896007
975	1.209354866
976	1.203838998
977	1.198348289
978	1.192882622
979	1.187441884
980	1.182025962
981	1.176634741
982	1.17126811
983	1.165925956
984	1.160608168
985	1.155314634
986	1.150045244
987	1.144799888
988	1.139578455
989	1.134380838
990	1.129206927
991	1.124056614
992	1.118929792
993	1.113826353
994	1.108746191
995	1.1036892
996	1.098655273
997	1.093644306
998	1.088656195
999	1.083690834
